startTimeStep 1stPedId 2ndPedId durationTimesteps-PID5 xPath-PID5 yPath-PID5
1 3 88 3 35.32390111896418 18.25204936900524
- - - - 35.32390111896418 18.25204936900524
- - - - 34.61361204546813 18.012100701765725
1 4 89 3 48.87467150329843 5.8497956127474
- - - - 48.87467150329843 5.8497956127474
- - - - 48.04439277743927 5.8497956127474
1 6 39 11 57.514083087914244 17.86921816657784
- - - - 57.514083087914244 17.86921816657784
- - - - 56.8354722252905 17.728300869573225
- - - - 56.128773107358505 17.57966349622769
- - - - 55.3651732870741 17.547201105837843
- - - - 55.02247171359705 17.457457117910423
- - - - 54.260743497259824 17.334635046964067
- - - - 53.48952526436955 17.351287586215218
- - - - 53.48952526436955 17.351287586215218
- - - - 52.71794963226278 17.35128758621522
- - - - 51.94637400015601 17.351287586215225
1 6 41 3 57.90568054921224 18.241145988032883
- - - - 57.90568054921224 18.241145988032883
- - - - 57.15600250479733 18.166170610882254
1 8 33 2 48.526643870107584 1.426541521600797
- - - - 48.526643870107584 1.426541521600797
1 8 51 2 47.8429716877537 1.6861081880426592
- - - - 47.8429716877537 1.6861081880426592
1 8 79 2 47.33208019974848 1.9297996855302082
- - - - 47.33208019974848 1.9297996855302082
1 9 19 3 52.720331490455735 15.794096122218736
- - - - 52.720331490455735 15.794096122218736
- - - - 52.029469775486824 15.586734884785217
1 9 65 8 52.899738545354325 15.510262172164197
- - - - 52.899738545354325 15.510262172164197
- - - - 52.154439246930934 15.306094596001138
- - - - 51.45926202229242 14.919834379299896
- - - - 51.10188705153616 14.755768894625344
- - - - 50.38284537978126 14.542663277468083
- - - - 49.97424219980297 14.542663277468083
- - - - 49.58847380773186 14.528251331279169
1 10 32 5 42.16707048458701 5.9230296089316
- - - - 42.16707048458701 5.9230296089316
- - - - 41.33812579796228 5.915713967616487
- - - - 40.505757523575696 5.915713967616487
- - - - 39.673389249189114 5.915713967616487
1 10 74 4 42.400755446941105 6.812723630556915
- - - - 42.400755446941105 6.812723630556915
- - - - 41.62801816803879 6.914291392163464
- - - - 40.82675371051297 7.021799852431689
1 12 57 10 51.60490634057687 2.850907443886218
- - - - 51.60490634057687 2.850907443886218
- - - - 50.89804840007601 3.1150209934020703
- - - - 50.149865441261596 3.0499822995449803
- - - - 49.73728146648014 3.100082281278677
- - - - 49.39794543114348 3.1000822812786764
- - - - 48.96834049445746 3.1000822812786764
- - - - 48.29364007437606 3.4526125737041413
- - - - 47.88520743353162 3.585816100376012
- - - - 47.56177777485135 3.6653479836580436
1 12 86 2 50.71771710682329 2.7057296986984873
- - - - 50.71771710682329 2.7057296986984873
1 13 17 3 51.16497569630646 7.047278302072362
- - - - 51.16497569630646 7.047278302072362
- - - - 50.45461760006137 7.047278302072362
1 15 17 10 51.9950505230789 6.839849362708362
- - - - 51.9950505230789 6.839849362708362
- - - - 51.366402498617916 6.708225969716393
- - - - 51.00439774836187 6.708225969716393
- - - - 50.3404388012537 6.695249556793052
- - - - 50.3404388012537 6.695249556793052
- - - - 49.69586573327282 6.653504655121105
- - - - 49.35082995568505 6.738349518462362
- - - - 49.04584870632444 6.757589065933337
- - - - 48.70442687087713 6.748370626252793
1 15 62 5 52.16432617084457 5.787516609234473
- - - - 52.16432617084457 5.787516609234473
- - - - 51.43254182782229 5.7563990742684865
- - - - 50.64579890209344 5.815461397153331
- - - - 49.857307497505474 5.7743820534589645
1 17 69 3 51.51662891072552 7.86867561266867
- - - - 51.51662891072552 7.86867561266867
- - - - 50.7735540585714 7.86867561266867
1 18 67 9 48.21199577020829 13.222101721353683
- - - - 48.21199577020829 13.222101721353683
- - - - 47.33844600816157 13.222101721353681
- - - - 46.61155465950442 13.267619321904698
- - - - 45.78734742466393 13.454212939346839
- - - - 44.96675860944744 13.635464355492502
- - - - 44.96675860944744 13.635464355492502
- - - - 44.13825937436161 13.83155256738926
- - - - 43.26470961231489 13.83155256738926
1 19 65 4 52.711474393140094 16.014596426766893
- - - - 52.711474393140094 16.014596426766893
- - - - 51.979466419642975 16.01779008803735
- - - - 51.29469422904224 15.9869447360341
1 20 94 2 39.98181265417574 15.8671171029729
- - - - 39.98181265417574 15.8671171029729
1 21 55 2 47.75994803392294 9.271491781650568
- - - - 47.75994803392294 9.271491781650568
1 23 54 6 41.618099494524394 14.51319877585355
- - - - 41.618099494524394 14.51319877585355
- - - - 40.900537088444395 14.450945073735234
- - - - 40.18848976732393 14.407473257492532
- - - - 40.18848976732393 14.407473257492532
- - - - 39.52996240360328 14.160622285991124
1 23 95 2 41.83628675907666 14.574865975377834
- - - - 41.83628675907666 14.574865975377834
1 25 40 8 56.50814334043943 14.630458161586112
- - - - 56.50814334043943 14.630458161586112
- - - - 55.67781659517565 14.579336839806636
- - - - 54.875774425163655 14.782784619208048
